organ,col name,mean,min,max,std,range
Heart,FractionOverlap,0.8778877943177406,0.0,1.0,0.20254641086976857,1.0
Heart,DminFromPTV (mm),33.03047124469609,2.5,108.5702538,22.53706728795366,106.0702538
Heart,CM Distance (mm),89.85856459330142,40.28,150.34,21.992677055864483,110.06
Heart,Max_sqrt(grad(Dose)*Dose)_1,6.616842356454224,0.724635634,21.17590076,4.790796352157398,20.451265126000003
Heart,Max1_Dose,13.362911381875598,1.59734822,40.03512114,9.694126685425696,38.43777292
Heart,Max_sqrt(grad(Dose)*Dose)_2,6.425965575678787,0.701735107,20.9024118,4.624024691509907,20.200676693
Heart,Max2_Dose,13.1866205325311,1.56080058,43.1795535,9.850376494747893,41.61875292
Heart,Max_sqrt(grad(Dose)*Dose)_3,6.301633551770273,0.696023513,20.84691057,4.550707883086174,20.150887057
Heart,Max3_Dose,12.760347517770333,1.50104444,37.60902053,9.186337460593176,36.10797609
Heart,Max_sqrt(grad(Dose)*Dose)_4,6.172890577074071,0.68716029,20.32727207,4.417885296251601,19.640111779999998
Heart,Max4_Dose,12.625020307727272,1.52824596,38.29484222,9.037270203500526,36.76659626
Heart,Max_sqrt(grad(Dose)*Dose)_5,6.082932946451333,0.667537261,20.00951611,4.334429522466413,19.341978849
Heart,Max5_Dose,12.623087053306222,1.41910272,41.4117213,9.215939177003683,39.992618580000006
Heart,V1.0 dosevol,266.7024375,0.0,816.59375,226.75983931976018,816.59375
Heart,V1.0 dosevol/volume,0.3833052186746245,0.0,0.887735711,0.28048025482556044,0.887735711
Heart,V2.0 dosevol,174.302125,0.0,555.65625,170.14594740739793,555.65625
Heart,V2.0 dosevol/volume,0.24907062789887835,0.0,0.760707499,0.22021534818725932,0.760707499
Heart,V5.0 dosevol,66.357125,0.0,297.890625,84.45237821804805,297.890625
Heart,V5.0 dosevol/volume,0.096258779100962,0.0,0.417940397,0.11882757096017732,0.417940397
Heart,V10.0 dosevol,15.1096875,0.0,116.75,26.61686264876005,116.75
Heart,V10.0 dosevol/volume,0.022356958569689635,0.0,0.221071629,0.04067608790135204,0.221071629
Heart,V15.0 dosevol,3.9703125,0.0,59.140625,10.181185527858085,59.140625
Heart,V15.0 dosevol/volume,0.005936716159284979,0.0,0.111512175,0.016072943803403534,0.111512175
Heart,V20.0 dosevol,1.308625,0.0,31.296875,4.585821871425643,31.296875
Heart,V20.0 dosevol/volume,0.001992974630380456,0.0,0.058670375,0.007486840249290428,0.058670375
Heart,Arm,nan,nan,nan,nan,nan
Heart,arm,1.516,1,2,0.5007464307928786,1
Heart,Arm ,nan,nan,nan,nan,nan
Heart,V50.0 dosevol,nan,nan,nan,nan,nan
Heart,V50.0 dosevol/volume,nan,nan,nan,nan,nan
Heart,V55.0 dosevol,nan,nan,nan,nan,nan
Heart,V55.0 dosevol/volume,nan,nan,nan,nan,nan
Heart,V60.0 dosevol,nan,nan,nan,nan,nan
Heart,V60.0 dosevol/volume,nan,nan,nan,nan,nan
Heart,V65.0 dosevol,nan,nan,nan,nan,nan
Heart,V65.0 dosevol/volume,nan,nan,nan,nan,nan
